address,lat,long,cluster_label
"Jalan Pelikat, Singapore",1.3544458298802595,103.8868086764814,0
"Lane, Singapore",1.2904100000000651,103.85211000000004,-1
"Jalan Dusun, Singapore",1.3282109694506194,103.84389027995378,5
"Yishun Ring Road, Singapore",1.4293543557612352,103.82975671587452,1
"Macpherson Road, Singapore",1.3292126449899802,103.87289295631932,2
"Adis Road, Singapore",1.3001926323316817,103.848150410255,-1
"Anson Road, Singapore",1.2743369630892265,103.84528393082182,2
"Queen, Singapore",1.293047662495198,103.80624825312115,2
"Dublin Road, Singapore",1.2983896695272013,103.83970072822888,-1
"Westwood Avenue, Singapore",1.3530918391724411,103.69783768925956,2
"Farrer Drive, Singapore",1.3140110396097795,103.80624445376549,0
"Chatsworth Road, Singapore",1.2991098195948936,103.818766090508,3
"Jalan Sempadan, Singapore",1.312769054275469,103.92724449878123,-1
"Goldhill Avenue, Singapore",1.3200253226629708,103.83344532696556,-1
"Tanah Merah Kechil Road, Singapore",1.3288870393182015,103.94371537836294,-1
"Dairy Farm Road, Singapore",1.3647550850555374,103.77338847301192,0
"Kitchener Road, Singapore",1.3103901722158835,103.85669802920452,1
"Holland Park, Singapore",1.3087937800720368,103.80327284513191,2
"Punggol Field, Singapore",1.3967270747115323,103.90913645174832,2
"Moulmein Road, Singapore",1.318968644135237,103.8484623733786,2
"Punggol Walk, Singapore",1.4078642097441474,103.90159535352676,5
"Gilstead Road, Singapore",1.3183714075008153,103.83881980725154,-1
"Derbyshire Road, Singapore",1.3161775307614332,103.8461161355962,2
"Parbury Avenue, Singapore",1.3174643798026011,103.94341094987357,3
"Tyrwhitt Road, Singapore",1.3110142959568871,103.8597506528558,-1
"Jalan Ampas, Singapore",1.325450759575151,103.85080434905082,5
"Bishopsgate, Singapore",1.296694799443589,103.8220588978392,-1
"Bangkit Road, Singapore",1.3778066458368603,103.77437526197168,2
"Mandalay Road, Singapore",1.322145979496438,103.84924160814136,-1
"Jalan Ulu Sembawang, Singapore",1.4374112437107252,103.82451132156577,2
"Ava Road, Singapore",1.322301678043928,103.8524432684539,-1
"Pandan Valley, Singapore",1.31833000000006,103.77583000000004,0
"Truro Road, Singapore",1.3141757721691445,103.84943837959956,2
"Gerald Drive, Singapore",1.3862553424534492,103.87822304542422,3
"Holland Heights, Singapore",1.308568608035607,103.80340415770536,2
"Sommerville Road, Singapore",1.3451034649288802,103.8680328883323,0
"River Valley Grove, Singapore",1.2968594377380145,103.83435017607844,5
"Kellock Road, Singapore",1.295090314805488,103.8292296416374,5
"West Coast Drive, Singapore",1.313402914285528,103.75972274139446,2
"Sengkang Square, Singapore",1.3905337102939967,103.89513801478986,2
"Martia Road, Singapore",1.3074034817836082,103.91076344198548,1
"Jalan Rama Rama, Singapore",1.3272271753774123,103.84914900182336,5
"Dalvey Estate, Singapore",1.3195858048863582,103.821329728047,-1
"Makeway Avenue, Singapore",1.3125366167670631,103.84192037109312,3
"Robin Road, Singapore",1.3168040134616872,103.82798903932974,3
"Sampan Place, Singapore",1.3007390890611088,103.88181061762688,-1
"One Tree Hill, Singapore",1.301456533402484,103.82601637010984,2
"Prinsep Street, Singapore",1.3010656260476554,103.85080428812527,-1
"First Street, Singapore",1.3134903885805431,103.92369690700376,1
"Sommerville Estate Road, Singapore",1.3106406522165048,103.80643607002898,0
"Duchess Avenue, Singapore",1.3240300000000502,103.80522000000008,2
"Moonstone Lane, Singapore",1.3276747808157372,103.8659612182866,5
"Rochalie Drive, Singapore",1.30154887906507,103.82102299078768,4
"Lorong Gambir, Singapore",1.3460408996099402,103.8751943820586,-1
"Elias Green, Singapore",1.369632944171144,103.94328323376516,-1
"Belmont Road, Singapore",1.3186334505220438,103.80043033049547,0
"Taman Nakhoda, Singapore",1.3101614800883132,103.80780076238926,0
"Kampong Bugis, Singapore",1.3469400000000746,103.96583000000004,0
"Pegu Road, Singapore",1.3232476805910736,103.85147436235636,-1
"Keng Lee Road, Singapore",1.3124813148511674,103.84701708822033,-1
"Somme Road, Singapore",1.3113634201285225,103.85846009191984,1
"Kim Keat Close, Singapore",1.3237219496274977,103.85324223146458,-1
"Lorong Puntong, Singapore",1.3615836209239942,103.83155336361268,0
"Kee Seng Street, Singapore",1.274689293765567,103.8424788970263,2
"Lorong Ong Lye, Singapore",1.3483182198158334,103.87886306368532,2
"Jalan Ayer, Singapore",1.3112548776223558,103.87277249749042,5
"Hazel Park Terrace, Singapore",1.372135193726109,103.7649665417918,2
"Tamarind Road, Singapore",1.38832296052829,103.86052850034662,0
"Hemmant Road, Singapore",1.3115564624933749,103.89087339209802,5
"Hamilton Road, Singapore",1.311209153974176,103.86074118318194,5
"Jalan Rumbia, Singapore",1.295774574392642,103.8430442281702,5
"Bartley Road, Singapore",1.3433490373733106,103.87876438360418,-1
"Compassvale Bow, Singapore",1.3836119612205564,103.89068804790406,0
"Sin Ming Walk, Singapore",1.3647702474669394,103.83211144162736,0
"Marine Vista, Singapore",1.306366907367389,103.92079173377545,0
"Ocean Way, Singapore",1.2480311620650872,103.84196788398158,4
"Ontario Avenue, Singapore",1.356944683364056,103.8264490537397,0
"Kandis Link, Singapore",1.4574009781300865,103.83740660081322,0
"Margaret Drive, Singapore",1.296643728860314,103.80907472544531,2
"Stevens Close, Singapore",1.3147388944100895,103.8245308005391,-1
"Upper Changi Road, Singapore",1.3344066894407765,103.950877773435,1
"Ang Mo Kio Street , Singapore",1.3626500000000306,103.85529000000008,2
"Fernvale Link, Singapore",1.3953470782897006,103.87917210993405,0
"Cambridge Road, Singapore",1.3148162067903126,103.8484320087116,2
"Mar Thoma Road, Singapore",1.3278601286610214,103.86273579383368,0
"Mount Faber Road, Singapore",1.2676548896749864,103.82342170162708,-1
"Braddell Road, Singapore",1.3438547675347952,103.8498280264238,2
"Crawford Lane, Singapore",1.304995984464019,103.8624964451431,5
"Sembawang Crescent, Singapore",1.444994690759909,103.816155171328,-1
"Sixth Avenue, Singapore",1.3252350562545263,103.7927841010829,-1
"Eng Kong Crescent, Singapore",1.335502706472817,103.76927994535436,-1
"Corporation Road, Singapore",1.3513012734268233,103.71224704190772,-1
"Transit Road, Singapore",1.4048600717361004,103.81849214070051,-1
"Kay Poh Road, Singapore",1.2961492748120835,103.82955390298338,5
"Serangoon North Avenue , Singapore",1.372593571359713,103.875342951141,2
"Choa Chu Kang Avenue , Singapore",1.37695128301017,103.74637961988373,-1
"Lengkong Tiga, Singapore",1.3245735760754564,103.91124209302826,0
"Yong Siak Street, Singapore",1.2827261460014336,103.83030271314126,1
"Roberts Lane, Singapore",1.3107167113234577,103.85350246477113,-1
"Adam Road, Singapore",1.3327697568627883,103.81616568640844,2
"Coronation Road West, Singapore",1.3228134141217862,103.79954686555348,0
"Jalan Anak Bukit, Singapore",1.3390443192318529,103.77949707257112,2
"Lim Ah Woo Road, Singapore",1.31252914278932,103.892025409651,-1
"Hoot Kiam Road, Singapore",1.2966668496937512,103.8301609300506,5
"Jalan Naung, Singapore",1.369241890623565,103.89277363037228,2
"Dunman Road, Singapore",1.3095667845879404,103.8952370297018,2
"Riviera Drive, Singapore",1.3163241640290195,103.94278744512616,2
"Cornwall Gardens, Singapore",1.3167607749968817,103.8014221742164,0
"Lower Delta Road, Singapore",1.2812600000000316,103.82380000000006,2
"Guillemard Crescent, Singapore",1.3094738107416992,103.881426029853,0
"Joo Chiat Terrace, Singapore",1.314712540879582,103.9022253854322,1
"Hertford Road, Singapore",1.313210430219694,103.84850488457634,2
"Moh Guan Terrace, Singapore",1.2838625461900934,103.8304934906542,1
"Jalan Raja Udang, Singapore",1.3273524233806102,103.842318101801,5
"Jalan Yasin, Singapore",1.320864808452707,103.90575733962008,2
"Terrasse Lane, Singapore",1.3679632266575146,103.87660388313972,0
"Sturdee Road North, Singapore",1.313787883613443,103.8574748322756,5
"Gemmill Lane, Singapore",1.2823598723574916,103.84719109485636,4
"Institution Hill, Singapore",1.295272362162638,103.84006468063632,4
"Perumal Road, Singapore",1.312811097637631,103.85547213819636,2
"Chin Terrace, Singapore",1.3644675544297584,103.97412352448988,-1
"Grange Garden, Singapore",1.3011190787800646,103.8238542410163,2
"Lorong N Telok Kurau, Singapore",1.3100257302595466,103.91266513505518,4
"Phoenix Road, Singapore",1.376454215418904,103.75739522147364,2
"Telok Blangah Drive, Singapore",1.2727807167545275,103.8092419994515,0
"Daisy Road, Singapore",1.343932682514284,103.86785234998112,0
"Pulasan Road, Singapore",1.311398079948359,103.906553472833,1
"Zion Road, Singapore",1.2876301197657642,103.83367112240695,4
"Buangkok Green, Singapore",1.379287716489752,103.8839724224025,3
"Mangis Road, Singapore",1.312882299688909,103.9042466261618,1
"Lorong Melayu, Singapore",1.3225040026617785,103.9100816448516,2
"Yishun Close, Singapore",1.4362100000000737,103.83582000000008,-1
"Jalan Tua Kong, Singapore",1.314577629100698,103.9259530088263,-1
"Park Road, Singapore",1.2844488147108135,103.84306932512814,4
"Mei Hwan Drive, Singapore",1.3540741055340926,103.86110889342868,2
"Jalan Taman, Singapore",1.3249642092962548,103.8656350075974,-1
"Jurong West Street , Singapore",1.3539210224352514,103.70309585653946,-1
"Jalan Tenggiri, Singapore",1.3078371744173722,103.9142885962102,4
"Bhamo Road, Singapore",1.3247789059017567,103.84971336825816,5
"Palm Road, Singapore",1.312979220558418,103.93102713112302,0
"Kampong Bahru Road, Singapore",1.2765388962422377,103.835625745777,3
"Elliot Walk, Singapore",1.311134417234641,103.93143504279996,0
